t,p,F
758,0.4772853675e-3,0.9515858759e0
759,0.4727367502e-3,0.9520586127e0
760,0.468229281e-3,0.952526842e0
761,0.4637626318e-3,0.9529906046e0
762,0.4593364765e-3,0.9534499411e0
763,0.4549504902e-3,0.9539048916e0
764,0.4506043502e-3,0.9543554959e0
765,0.4462977352e-3,0.9548017937e0
766,0.4420303258e-3,0.955243824e0
767,0.4378018043e-3,0.9556816258e0
768,0.4336118549e-3,0.9561152376e0
769,0.4294601634e-3,0.9565446978e0
770,0.4253464175e-3,0.9569700442e0
771,0.4212703065e-3,0.9573913145e0
772,0.4172315216e-3,0.9578085461e0
773,0.413229756e-3,0.9582217758e0
774,0.4092647044e-3,0.9586310405e0
775,0.4053360634e-3,0.9590363766e0
776,0.4014435316e-3,0.9594378201e0
777,0.3975868092e-3,0.9598354069e0
778,0.3937655982e-3,0.9602291725e0
