t,p,F
757,0.6518899678e-3,0.9296425478e0
758,0.6461193119e-3,0.9302886671e0
759,0.6403957058e-3,0.9309290628e0
760,0.6347188431e-3,0.9315637817e0
761,0.6290884178e-3,0.9321928701e0
762,0.6235041245e-3,0.9328163742e0
763,0.6179656582e-3,0.9334343399e0
764,0.6124727146e-3,0.9340468126e0
765,0.6070249898e-3,0.9346538376e0
766,0.6016221806e-3,0.9352554598e0
767,0.5962639845e-3,0.9358517238e0
768,0.5909500995e-3,0.9364426739e0
769,0.5856802244e-3,0.9370283541e0
770,0.5804540589e-3,0.9376088081e0
771,0.5752713032e-3,0.9381840794e0
772,0.5701316585e-3,0.9387542111e0
773,0.5650348266e-3,0.9393192459e0
774,0.5599805105e-3,0.9398792264e0
775,0.5549684137e-3,0.9404341949e0
776,0.5499982408e-3,0.9409841931e0
777,0.5450696973e-3,0.9415292628e0
778,0.5401824897e-3,0.9420694453e0
779,0.5353363253e-3,0.9426047816e0
780,0.5305309125e-3,0.9431353125e0
781,0.5257659608e-3,0.9436610785e0
782,0.5210411807e-3,0.9441821197e0
783,0.5163562835e-3,0.9446984759e0
784,0.5117109819e-3,0.9452101869e0
785,0.5071049896e-3,0.9457172919e0
786,0.5025380213e-3,0.9462198299e0
787,0.498009793e-3,0.9467178397e0
788,0.4935200217e-3,0.9472113598e0
789,0.4890684256e-3,0.9477004282e0
790,0.4846547241e-3,0.9481850829e0
791,0.4802786378e-3,0.9486653615e0
792,0.4759398884e-3,0.9491413014e0
793,0.4716381991e-3,0.9496129396e0
794,0.4673732939e-3,0.9500803129e0
795,0.4631448985e-3,0.9505434578e0
796,0.4589527395e-3,0.9510024106e0
797,0.454796545e-3,0.9514572071e0
798,0.4506760442e-3,0.9519078831e0
799,0.4465909678e-3,0.9523544741e0
800,0.4425410476e-3,0.9527970152e0
801,0.4385260167e-3,0.9532355412e0
802,0.4345456098e-3,0.9536700868e0
803,0.4305995627e-3,0.9541006864e0
804,0.4266876125e-3,0.954527374e0
805,0.4228094978e-3,0.9549501835e0
806,0.4189649584e-3,0.9553691484e0
807,0.4151537356e-3,0.9557843022e0
808,0.411375572e-3,0.9561956777e0
809,0.4076302116e-3,0.9566033079e0
810,0.4039173997e-3,0.9570072253e0
811,0.4002368831e-3,0.9574074622e0
812,0.3965884099e-3,0.9578040506e0
813,0.3929717296e-3,0.9581970224e0
814,0.3893865931e-3,0.958586409e0
815,0.3858327529e-3,0.9589722417e0
816,0.3823099625e-3,0.9593545517e0
817,0.3788179772e-3,0.9597333696e0
818,0.3753565535e-3,0.9601087262e0
